English Comments,Translate Comments
may be far from the best of the series but it assured wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for new generation,ሩቅ ተከታታይ ምርጥ መሆን ግን ይህን ፊልም ክስተት አንድ ጊዜ እንደገና አዲስ ትውልድ ለ በራሱ reinvented አድርጓል መሆኑን ግልጽ ለማድረግ የራሱ ያለፈው እና አስደሳች በቂ ምክንያት ድንቅ አክብሮት እርግጠኛ ይችላል
compelling spanish film about the withering effects of jealousy in the life of young monarch whose sexual passion for her husband becomes an obsession,ወጣት ንጉሠ የማን የጾታ ስሜት ለባልዋ ሕይወት ውስጥ የቅንዓት ዝለናል ውጤት በተመለከተ አሳማኝ የስፔን ፊልም አባዜ ይሆናል
huston nails both the glad handing and the choking sense of hollow despair,huston ሚስማሮች ደስ ሲያስረክብ እና ክፍት የተስፋ መቁረጥ ስሜት የመታፈን ስሜት ሁለቱም
may not have generated many sparks but with his affection for astoria and its people he has given his tale warm glow,ብዙ ፍንጣሪ የመነጨ ሊሆን ይችላል ነገር ግን አስቶሪያ ያለውን ፍቅር እና ሰዎች ጋር ወደ እሱ ተረት ሞቅ ፍካት ሰጥቶናል
delirious celebration of the female orgasm,ሴቷ በማሻሸት ውስጥ ያንቀጠቅጠኝ በዓል
exquisitely nuanced in mood tics and dialogue this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling,ውብ የስሜት ሜካኒካሌ እና መገናኛ በዚህ ክፍል ድራማ ተደራጅተዋል ጥልቅ ይግባኝ የውትድርና እቅፍ በማድረግ እርምጃ ነው ውስጥ በሰጡዋቸው እና ወደ Chilling ግን በጣም ሰብዓዊ berling
it fascinating to see how bettany and mcdowell play off each other,ይህ አስደናቂ እርስ ማጥፋት እንዴት bettany እና መክዳውል ጨዋታ ለማየት
the film is beautifully mounted but more to the point the issues are subtly presented managing to walk fine line with regard to the question of joan madness,ፊልሙ የተፈናጠጠ ውብ ነው ነገር ግን ተጨማሪ ነጥብ ወደ ጉዳዮች ሸፋፍነው ጆአን እብደት ያለውን ጥያቄ ጋር በተያያዘ ጥሩ መስመር መራመድ ማቀናበር የቀረቡ ናቸው
leigh film is full of memorable performances from top to bottom,ሊ ፊልም ከላይ እስከ ታች የማይረሱ አፈፃጸም የተሞላ ነው
jose campanella delivers loosely autobiographical story brushed with sentimentality but brimming with gentle humor bittersweet pathos and lyric moments that linger like snapshots of memory,ጆሴ campanella ረጋ ቀልድ መራራም የዘውጉን እና ግጥም ጊዜያት ጋር በስሜት ሳይሆን በሞላ ጋር ያነጣጠሩ ያላግባብ በሞከሩበት ታሪክ ያቀርባል መሆኑን ትውስታ ቅጽበተ እንደ ደንግጡም
generally clockstoppers will fulfill your wildest fantasies about being different kind of time traveler while happily killing 94 minutes,በደስታ 94 ደቂቃዎች መግደል ሳለ በአጠቃላይ clockstoppers ጊዜ ተጓዥ በመሆን የተለያዩ ዓይነት ስለ wildest ቅዠቶች ፈጽሙ
the movie is beautiful to behold and engages one in sense of epic struggle inner and outer that all too rare in hollywood hastier productions,ፊልሙ እነሆ: ወደ ቆንጆ ነው እና ውስጣዊ እና በውጨኛው የጀምበር ትግል ስሜት ውስጥ አንዱ የሚሳተፍ የሆሊዉድ hastier ምርቶች ውስጥ ሁሉ በጣም አልፎ አልፎ
ao sair do cinema eu estava feliz com saudades de um tempo em que para mim existencia de papai noel era um fato inquestionavel,ለፈርዖኖች sair ሲኒማ ማድረግ የአውሮፓ estava feliz ኮም saudades ደ ማለተም ያልተዘበራረቀ em ኡልቲማ ምዕራፍ ሚም existencia ደ papai ኖኤል ዘመን ኡሙ fato inquestionavel
neither parker nor donovan is typical romantic lead but they bring fresh quirky charm to the formula,ፓርከርም ሆነ ሎኖቫን የተለመዱ የሮማንቲክ መሪነት አይሆኑም ነገር ግን ትኩስ የሆነ የባርኪክ ማራኪነትን ወደ ቀመር ያመጣሉ
not only are the special effects and narrative flow much improved and daniel radcliffe more emotionally assertive this time around as harry but the film conjures the magic of author rowling books,ብቻ ሳይሆን ልዩ ውጤቶች እና ብዙ መሻሻል ፍሰት ትረካ ነው ዳንኤል radcliffe የበለጠ ስሜታዊ ሃሪ እንደ ዙሪያ በዚህ ጊዜ የተሞሊው ግን ፊልም ደራሲ rowling መጻሕፍት አስማት የተድላ
jaglom put[s] the audience in the privileged position of eavesdropping on his characters,jaglom የተቀጠሩት የእርሱ ቁምፊዎች ላይ በድብቅ ያለውን ልዩ ቦታ ላይ ታዳሚ [s]
beautifully observed miraculously unsentimental comedy drama,ውብ በተአምር unsentimental አስቂኝ ድራማ ጠብቄአለሁ
must see for the david mamet enthusiast and for anyone who appreciates intelligent stylish moviemaking,ለዳዊት ማሜስቲካዊ አድናቆት እና ብልህነት ያለው የፊልም መስመክን ለማደናቀፍ ማንኛውንም ሰው ማየት አለበት
crackerjack entertainment nonstop romance music suspense and action,crackerjack የመዝናኛ ያለማቋረጥ የፍቅር ሙዚቃ አንጠልጣይ እና እርምጃ
the acting costumes music cinematography and sound are all astounding given the production austere locales,የሃይማኖት መግለጫው የልብስ አልባሳት የሙዚቃ ሲኒማቶግራፊ እና ድምጽ ሁሉም የምርት አቲስቴር አውራጃዎች የተሰጡ አስገራሚ ናቸው
far more imaginative and ambitious than the trivial cash in features nickelodeon has made from its other animated tv series,እጅግ የበለጠ ፈልሳፊ እና የሥልጣን ባህሪያት nickelodeon ውስጥ ተራ ገንዘብ በውስጡ ሌሎች የታነሙ የቲቪ ተከታታይ ከ አድርጓል በላይ
the very definition of the small movie but it is good stepping stone for director sprecher,ትንሹን ፊልም በጣም ትርጉም ግን ዳይሬክተር sprecher ጥሩ መረማመጃ ድንጋይ ነው
gripping searing portrait of lost soul trying to find her way through life,ሕይወት አማካኝነት እሷን መንገድ ለማግኘት እየሞከሩ የጠፋ ነፍስ የሚመስጥ ሲፋተግ በቁመት
suffers from the lack of compelling or comprehensible narrative still as visual treat the film is almost unsurpassed,ፊልሙ ማለት ይቻላል ተወዳዳሪም ምስላዊ መያዝ አሁንም አሳማኝ ወይም የሚቸገር ትረካ እጥረት ይሰቃያል
so unassuming and pure of heart you can help but warmly extend your arms and yell safe,በጣም ተሰምቷቸው ልብ ንጹሕ እናንተ ለመርዳት ግን ሞቅ የእርስዎን ክንዶች ማራዘም እና ደህንነት ከመጮህ ይችላሉ
an intriguing cinematic omnibus and round robin that occasionally is more interesting in concept than in execution,አንድ አልፎ አልፎ የሞት ይልቅ ጽንሰ ውስጥ ይበልጥ አስደሳች ነው የሲኒማ omnibus እና ክብ ሮቢን ትኩረት የሚስቡ
at time when half the so called real movies are little more than live action cartoons it refreshing to see cartoon that knows what it is and knows the form history,ግማሽ እንዲህ ተብሎ እውነተኛ ፊልሞች ይህ ምን እንደሆነ የሚያውቅ ሲሆን ቅጽ ታሪክ የሚያውቅ መሆኑን የካርቱን ለማየት በማደስ የቀጥታ እርምጃ ካርቱን ይልቅ ጥቂት ተጨማሪ ጊዜ ጊዜ
the magic of the film lies not in the mysterious spring but in the richness of its performances,ፊልሙ ላይ አስማት አይደለም ምሥጢራዊ በጸደይ ውስጥ ግን በውስጡ ትርኢት ላይ አትመካ ውስጥ ተያዘ
hoffman notches in the nuances of pain but his smart edgy voice and waddling profile emphasized here accent the humor of wilson plight and that saves his pathos from drippiness,ሕመም የድምፁን ውስጥ ሆፍማን ጀብዱ ግን የእሱን ዘመናዊ አስቆጪ ድምጽ እና በደረታቸው መገለጫ ዊልሰን አስቸጋሪ ሁኔታ ውስጥ ቀልድ ትእምርት እዚህ ላይ አፅንዖት እንዲሁም drippiness ጀምሮ የዘውጉን ያድናል
what better message than love thyself could young women of any size receive,ራስህን ማንኛውም መጠን ወጣት ሴቶች ማግኘት ይችል ፍቅር ይልቅ የተሻለ ምን መልእክት
the second coming of harry potter is film far superior to its predecessor movie that successfully crushes best selling novel into timeframe that mandates that you avoid the godzilla sized soda,ሃሪ ሸክላ መምጣት ሁለተኛው እርስዎ godzilla መጠን ያላቸው ሶዳ መቆጠብ መሆኑን ከተሰጧቸው መሆኑን በተሳካ የጊዜ ወደ ምርጥ ሽያጭ ልቦለድ የሚያደቅቀው ተቋቁሟል ፊልም እጅግ የላቀ ፊልም ነው
takes the beauty of baseball and melds it with story that could touch anyone regardless of their familiarity with the sport,ቤዝቦል ውበት ይወስዳል እና ስፖርት ጋር ያላቸውን ትውውቅ ምንም ይሁን ምን ማንንም መንካት የሚችል ታሪክ ጋር melds
seldahl barbara is precise and moving portrait of someone whose world is turned upside down first by passion and then by illness,seldahl ባርባራ ትክክለኛ እና የማን ዓለም ሕመም ከዚያም ስሜት በመጀመሪያ ተገልብጦ ዘወር ነው ሰው የሚንቀሳቀሱ በቁመት ነው
warm but realistic meditation on friendship family and affection,ወዳጅነት ቤተሰብ እና ፍቅር ላይ ሞቅ ግን ምክንያታዊ ማሰላሰል
byler reveals his characters in way that intrigues and even fascinates us and he never reduces the situation to simple melodrama,byler ጠማማ በዚያ መንገድ የእሱን ገጸ ይገልጣል እንኳ እኛን የሚማርክህ እርሱም ቀላል melodrama ወደ ሁኔታ ይቀንሳል ፈጽሞ
turns potentially forgettable formula into something strangely diverting,እንግዳ በማስቀየር ነገር ወደ የሚችል forgettable ቀመር ይዞራል
people cinema at its finest,የሚረዱት ላይ ያሉ ሰዎች ሲኒማ
the performances take the movie to higher level,የ አፈፃጸም ወደ ከፍተኛ ደረጃ ወደ ፊልም መውሰድ
what really makes it special is that it pulls us into its world gives us hero whose suffering and triumphs we can share surrounds him with interesting characters and sends us out of the theater feeling we ve shared great adventure,ነገር በእርግጥ ልዩ ያደርገዋል በውስጡ ዓለም እኛን የማን መከራና ድል የተገኘበት እኛ ማጋራት ይችላሉ ሳቢ ቁምፊዎች ጋር እሱን ዙሪያ ጀግና ይሰጠናል; እኛም የተጋሩ ታላቅ ጀብድ ቀምጥ ስሜት በቲያትር እኛን ውጭ ይልካል ወደ እኛ የዘሩ ነው
spoof comedy that carries its share of laughs sometimes chuckle sometimes guffaw and to my great pleasure the occasional belly laugh,"ሲያማርሩ አንዳንድ guffaw የእኔ ታላቅ ደስታ አልፎ አልፎ ሆድ ለመሣቅም አንዳንድ ጊዜ ሲስቅ, የራሱ ድርሻ እንደሚሸከም መሆኑን spoof ኮሜዲ"
manages to transcend the sex drugs and show tunes plot into something far richer,ስለ ወሲብ መድኃኒቶች ለግለሰቡ እና እጅግ የበለጸገ ነገር ወደ ዜማዎች ሴራ ለማሳየት ለሚያስተዳድረው
